episode,collision_0,collision_1,collision_2,collision_3,collision_4,collision_5,collision_6,collision_7,collision_8,collision_9,collision_10,collision_11,collision_12,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,reward_11,reward_12,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10,loss_11,loss_12
1199,4,6,9,4,2,0,0,4,0,0,2,1,6,0,0,0,0,0,0,-2.231004882628964,-2.985180850922081,0,-6.173984762253221,0,0,0,-0.028242204,-0.026333036,0.0015899384,0.03171813,-0.060257554,-0.012119888,-0.043454546,-0.020532003,-0.0024283666,-0.050755426,0.059149984,0.014130912,0.025150642
1200,11,14,9,0,4,12,2,1,3,0,3,2,7,0,0,0,0,0,0,0,0,0,-0.6276409973700336,0,0,-2.248661894555931,-0.061690293,0.07217057,-0.07239154,0.057639338,-0.049322166,0.009923857,-0.15631816,-0.039573,-0.07390306,0.087880306,0.0040719425,-0.10418413,-0.02377902
1201,15,9,4,2,11,6,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,-2.1915937258710776,0,0,-0.16286734,-0.043630477,-0.067456745,-0.15859549,0.044846546,-0.10817439,0.025502808,-0.057101563,0.0,0.15189074,-0.049068213,0.10439741,-0.035607375
1202,3,17,10,0,7,5,10,2,0,0,0,1,5,40,40,40,0,0,0,-20,0,0,-0.40154581182418214,-2.328519205905203,0,-20,-0.084209844,0.010171591,-0.06002676,0.0,-0.014629215,-0.12589997,0.054460205,-0.07535233,0.0,0.07881133,0.019436734,-0.051510185,-0.05215236
1203,11,16,11,8,2,1,4,6,2,1,1,6,7,20,20,20,-2.210604497449111,0,0,-20,0,-0.35397825453496345,0,0,0,-4.968363740609798,-0.081994504,0.050481576,0.051898815,-0.055647325,0.020052228,-0.031792417,-0.02963699,0.17726715,0.043809544,-0.012005179,-0.10372077,0.054645237,0.020704677
1204,7,8,10,5,3,0,2,1,1,0,1,1,11,0,0,0,0,0,-3.0111780645303265,0,0,-2.019417080706653,-0.04336169884710417,-0.9869220031629733,-1.9241631107564805,-0.9040366934373734,-0.15819936,0.08458581,0.0178886,-0.0072073448,0.06805894,-0.07161817,-0.0060990416,-0.004794328,-0.08883845,-0.0057706977,0.089966506,0.031549737,-0.007813891
1205,9,16,10,3,5,0,6,3,2,0,7,7,2,0,0,0,0,0,0,0,0,-2.5571372319831362,0,-2.5451034082994544,0,0,-0.0943918,0.024850018,-0.026040621,0.06429687,-0.080064915,0.0,-0.122640446,0.023708858,0.052793656,0.0,-0.00732298,-0.098203965,0.007082071
1206,2,8,13,3,1,0,0,2,1,4,3,8,1,0,0,0,-1.3595660890623762,0,0,0,0,0,0,0,0,0,-0.11955131,0.090361215,-0.027575264,0.12170423,-0.09689542,0.0074359686,0.0,0.026512794,0.06904216,-0.015740113,0.030491395,0.10844925,-0.019769242
1207,8,9,4,0,8,1,2,4,0,0,0,2,4,0,0,0,0,0,-3.708605957144086,0,-2.1202171594232198,-0.5561403268241993,-0.634642606918796,0,0,-2.6670406254479806,0.19824901,-0.08183813,0.052351464,-0.099288575,0.07672537,0.13126944,-0.056475624,-0.05875945,0.0052942676,0.07145663,-0.037766267,0.2003002,0.12294592
1208,11,15,14,1,4,4,3,6,1,10,5,6,0,20,20,20,-1.28226962962662,0,-20,0,-2.0870136865547164,0,-2.2158673655918397,-2.356476254774273,0,-2.0820689059028656,-0.091299266,-0.010051629,0.021495897,0.047235984,-0.05089986,0.0021684098,0.081471466,-0.11202012,0.016032372,-0.19141838,0.028524851,0.006441183,0.036816612
1209,1,9,6,3,1,1,4,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,-2.2068925069634093,0,0,0,-0.09273562,-0.08094937,-0.0593072,-0.0046830866,0.08720259,-0.050985355,-0.11774297,-0.05723851,0.0,-0.047574975,0.099311024,0.04269617,0.23156996
1210,16,16,27,10,0,5,6,7,12,10,1,0,8,20,20,20,0,0,0,0,0,-20,0,0,0,0,0.121432856,0.025050923,0.17099468,-0.0030225432,-0.06434689,0.048576083,-0.13553399,-0.019840473,-0.074951574,-0.046836276,0.081957534,0.106343545,-0.043986235
1211,9,13,11,5,5,4,0,1,4,5,6,2,1,0,0,0,0,-2.20637865843573,0,0,0,0,0,0,0,0,-0.12927556,0.15340967,-0.13866805,0.06723651,0.022434387,-0.026524419,0.0,0.14059442,0.06472911,0.04677141,0.005451913,-0.091642074,0.067350864
1212,4,6,9,1,4,2,0,0,0,0,10,1,1,-3.7047333721466282,0,0,0,-2.27106591740481,0,0,-2.200630118791638,-0.5443409714396452,0,0,0,0,-0.06947797,-0.020048864,-0.059366476,0.051606253,0.07924836,0.031522382,0.0,-0.058550473,0.034707353,0.0,-0.10150048,0.19299203,0.004432733
1213,3,9,8,2,3,0,0,5,0,1,0,9,0,0,0,0,-2.1179077600254352,0,-2.1672043311857254,-2.1829004058899386,-2.545469980912824,-2.0948317668518075,0,0,0,0,-0.031197589,0.102671355,0.035941374,-0.16394643,-0.053992096,0.028022537,0.12811084,0.01814156,-0.12594466,0.031490255,0.0089597795,0.0676157,-0.15462576
1214,2,16,13,2,0,2,2,8,4,0,5,3,5,0,0,0,0,-0.7013021268751451,0,0,0,-2.389564169612381,-0.05944331962623117,0,0,-3.3336683046894913,0.03458649,0.10711989,-0.16729595,0.11664533,-0.020253949,0.12757735,0.04664509,0.08426162,0.008748886,0.036096312,0.10640042,0.047687646,0.1478587
1215,13,16,11,4,2,4,0,7,2,2,3,6,10,20,17.72433681432995,20,0,0,0,0,-21.005198354894073,0,0,0,-1.1449228332743666,-1.3803551900335154,0.054065716,-0.03573929,0.089258306,-0.06421233,-0.009506423,-0.100377604,0.0,-0.03581535,-0.028091919,0.077317856,0.07668717,-0.028689105,-0.013761244
1216,6,1,5,0,0,0,0,7,0,0,0,5,0,0,0,0,-2.7474164461078647,0,0,0,0,0,0,0,0,-3.1509947148799196,0.050556526,-0.11002991,-0.06303969,0.015286508,0.017421298,0.0,0.0,0.0067794863,0.11357505,0.0,0.0538909,0.06359534,-0.02611115
1217,23,18,28,4,1,1,3,7,7,6,5,13,22,20,20,20,0,0,0,0,0,0,0,-4.791783273595674,0,-20,-0.020807559,0.037046336,0.11733213,-0.11690017,-0.012226765,0.099438496,-0.019197611,-0.19912273,-0.12464012,0.020872105,-0.04660251,-0.045124456,-0.0061301636
1218,0,7,8,3,1,6,3,2,0,0,0,0,0,0,0,-0.4103286286716501,-2.606729265109153,0,0,0,0,-2.230742181722671,0,-4.302660943314642,0,-4.174387040753248,-0.10530721,0.017659646,-0.18635373,-0.011189816,0.016229678,0.028274126,-0.01198904,0.1771238,0.047895413,0.0,-0.042912997,0.13871376,-0.20424674
1219,8,5,14,1,10,0,2,1,0,2,4,7,0,0,0,0,0,0,0,0,0,0,0,-2.3101703073841438,0,-0.9709245568413349,0.017524352,-0.05197368,-0.09166098,0.011739815,0.15150188,0.07100767,-0.011845658,0.092634104,0.0,0.015696911,0.041351404,0.024837108,-0.13893065
1220,5,7,8,7,0,0,0,5,0,0,0,6,2,0,0,0,-0.881026105276026,0,0,0,0,0,0,0,-1.2946645592809092,-6.28219494019515,-0.017033674,0.15927085,-0.018523138,-0.06586537,0.06955088,0.04215089,0.053011417,0.034594864,-0.018911023,0.034769654,0.0,-0.07393894,-0.110484
1221,4,7,7,2,1,0,2,3,5,2,1,0,2,0,0,0,-3.3943419366717453,0,-3.216708571164023,0,0,-1.081336568194915,-2.3664395946485803,0,0,-2.40662623019444,0.030499278,0.07459025,0.08309259,0.12910537,0.09268984,-0.005031677,-0.17333528,0.05985301,0.04784672,0.11914829,-0.029280305,-0.10311552,-0.06503432
1222,16,23,1,10,8,1,5,2,0,0,2,5,7,40,40,40,0,0,0,-20,0,0,0,-0.5920449022017005,0,-20,-0.07827797,0.25067586,0.08254233,-0.030870004,0.038358904,-0.26254752,0.13546756,0.059531547,0.0010900515,0.0,-0.11791259,-0.006957291,0.13889715
1223,12,12,2,3,0,6,0,9,1,1,1,4,1,20,20,20,-1.610039095490201,-3.288639403101173,0,0,-20,0,0,0,0,0,-0.18349847,0.04638959,0.025323214,-0.11563529,-0.05671075,0.12578253,-0.079465196,0.014672559,0.056765147,-0.09240349,0.067194045,0.08044399,-0.047817424
1224,8,26,11,3,7,0,6,13,4,5,3,1,3,20,20,20,0,0,-2.146055687403808,0,0,0,-20,0,0,0,-0.04653679,-0.012712518,0.18940347,0.08469663,-0.05565582,-0.07205538,0.02472982,0.039593197,0.04997245,0.049826965,0.027049344,0.014455205,-0.023832932
1225,5,20,12,8,1,5,1,7,2,3,6,2,2,40,40,40,0,0,0,0,0,-20,0,0,-20,0,-0.09936352,-0.013664561,-0.00532387,-0.11836975,-0.11942328,0.05602191,-0.048536006,0.15228721,0.015441827,-0.07066839,-0.018588744,-0.18117753,-0.06389822
1226,9,9,14,1,2,2,4,9,4,0,2,7,1,20,20,20,0,0,0,0,0,0,0,-1.4739151229036707,-20,0,0.10837048,-0.011317873,-0.061626002,0.041273955,0.03732034,-0.052891947,-0.03549751,-0.05455758,0.14689808,-0.016508654,0.065386064,0.043318156,-0.05547451
1227,13,9,9,0,11,2,1,4,4,3,2,1,3,0,0,0,0,0,-3.102181207179692,0,0,0,0,0,0,0,-0.044782348,0.1173996,-0.095194206,0.0,-0.06122908,0.05626246,-0.061858222,-0.12419172,0.07378676,-0.00751763,-0.08498993,-0.12040037,0.08616209
1228,6,4,7,0,3,3,1,2,4,0,1,1,2,0,0,0,0,0,0,0,0,0,-2.889881866437844,0,0,0,-0.04056381,0.20289366,-0.16815323,0.057747684,0.061687004,-0.13907318,0.058701925,-0.13185036,0.027697682,-0.08001751,-0.03530672,-0.05550996,0.014795091
1229,5,7,6,3,0,0,0,8,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109242365,-0.114690565,-0.10069691,-0.09364148,0.0,0.040417735,0.0,0.007830198,0.10656102,0.0833855,0.0,0.054272488,0.0
1230,3,6,16,1,0,7,2,2,1,1,0,1,10,0,0,0,-2.2092704688280587,0,0,0,-0.47370443286440356,0,-2.896031986872028,0,0,0,-0.00825377,-0.123475745,0.17718899,0.00847043,0.0,-0.093161814,-0.055329222,0.032023497,0.01710307,0.018137556,-0.030018868,0.03662984,0.115923256
1231,3,9,8,0,4,1,2,2,1,5,1,1,3,0,0,0,-1.6382334384096264,0,0,0,0,0,0,0,0,0,0.06987277,-0.19834757,-0.22775675,0.06926353,-0.046381522,-0.03466617,-0.18946198,0.04213542,0.04789592,-0.07631018,-0.03415648,-0.09477584,0.042695303
1232,8,10,16,1,1,5,4,5,6,5,0,3,4,0,0,0,-3.1331588902477843,0,-2.981534422140921,0,-1.6939767139132966,-2.7437551952581996,0,0,0,-2.4615994892401107,0.07597629,-0.069615334,-0.0637896,0.025506627,0.0967084,0.060998935,0.0007396287,0.02623468,0.08654367,-0.02988753,0.051498774,-0.104136795,0.07484423
1233,6,9,4,2,6,3,2,2,3,1,0,0,0,0,0,0,-2.412951262072513,0,0,0,0,0,-3.474508298281398,0,0,0,0.06161826,-0.0035063983,-0.02926101,-0.02765841,-0.00688171,-0.06369639,-0.013482425,-0.11298008,0.0463108,0.0014334476,0.0,-0.076462686,-0.068859756
1234,9,13,4,3,3,0,0,1,2,8,6,0,3,0,0,0,-1.701111973838625,0,0,0,-2.954656066708233,-0.4244287812282965,0,0,0,0,-0.13010964,-0.0042839884,0.018413441,0.017795991,0.0027985096,0.09567051,0.0,-0.014787712,0.047629133,0.007747663,0.0036280828,0.106503695,-0.045407582
1235,14,15,17,8,4,1,0,12,2,4,4,7,4,0,0,0,0,0,0,0,-2.3982762018566395,0,0,0,0,0,-0.04491864,0.018726692,-0.09562579,-0.10170164,-0.07465261,-0.148751,0.0,-0.07494413,-0.05066264,0.005856446,-0.039955202,-0.04442527,0.0635143
1236,7,20,10,8,1,3,10,0,2,7,0,3,3,0,0,0,0,0,0,0,0,0,-1.9919353580636145,0,0,0,-0.10018919,0.15498957,-0.09196296,-0.13970914,0.09126309,-0.008789468,-0.036948115,0.085339844,-0.024777899,0.00014093607,0.03371761,7.777214e-06,0.01700914
1237,1,16,15,1,7,1,0,7,3,1,8,2,2,20,20,20,0,-20,-3.0758844316778706,0,0,0,0,0,0,0,0.02394017,-0.1064223,0.0762751,0.05591893,-0.012926294,0.0010594869,0.0,0.04532609,-0.090706736,0.0020518792,-0.1278922,0.17292616,0.0010742116
1238,11,12,8,5,5,3,0,3,9,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09810818,-0.04131835,0.006042425,0.03763604,-0.0065233028,-0.19696261,0.028765978,0.064868,0.12313157,-0.09957864,0.03661414,0.029277291,0.12833443
1239,6,13,5,4,0,2,6,2,3,0,0,2,5,0,0,0,-3.801660807091024,0,-2.0594959710805143,0,-3.648461420557843,0,-2.3162743337342215,0,0,0,-0.0118286535,-0.036321543,-0.010414174,-0.032532647,0.04295927,0.01566957,0.09261217,0.08059846,0.05818542,-0.0221036,0.0,-0.0403229,0.086220376
1240,6,12,3,1,3,4,1,0,5,6,0,1,0,0,0,0,-2.5665454111423256,0,0,0,-2.553914743215311,0,-3.3806429685349233,0,-0.2301755914267889,0,0.04553943,0.04069914,-0.12836885,-0.1657526,-0.204619,0.017907193,0.07496094,-0.077877186,-8.277953e-05,-0.02403018,0.0,0.014999387,0.0
1241,7,10,17,4,3,0,1,1,3,3,1,12,6,40,40,40,0,0,0,0,0,-20,0,0,-20,0,0.043373693,-0.054538652,0.007472554,-0.011873194,-0.08663115,0.0,-0.01308797,0.0033757545,-0.0211175,-0.055386897,-0.17398581,-0.007397517,-0.12474117
1242,20,19,17,7,7,3,0,5,4,14,2,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09462298,0.014853215,0.027388802,-0.16243187,-0.02253493,-0.09675747,0.0,0.034249272,-0.023971898,0.015327034,-0.15249841,-0.047550038,0.12424595
1243,3,8,12,1,0,0,5,1,2,0,0,7,7,0,0,0,-2.7919813201361667,-0.5556140919610164,0,0,-3.0097793249357028,0,-3.757031958023517,0,0,0,-0.036800526,-0.06704151,-0.029352324,0.030696468,0.08190373,0.0,-0.09428133,0.09657511,-0.20719472,-0.053930465,0.0,0.21290793,0.08629858
1244,17,19,2,6,13,7,2,2,1,4,0,0,3,0,0,0,-2.2206255956127636,0,-0.41270454818532976,0,-1.9575253886316868,0,0,0,0,0,0.0359616,-0.032549873,-0.12438976,-0.0001445198,-0.08744528,-0.0042804237,0.114246175,0.006113596,-0.08442818,-0.046114847,-0.07660146,-0.004472406,0.08785881
1245,5,14,3,2,7,1,0,1,1,0,7,1,2,0,0,0,-2.6286809674108387,0,0,0,-2.5819157319865043,0,-4.188825063692736,0,-2.603184997475017,0,-0.14441068,0.035419602,-0.05159291,-0.09159009,0.071696036,0.03418069,0.029776042,-0.09020355,0.031957354,-0.06744506,0.09475132,0.04637492,-0.06671408
1246,11,10,11,6,3,2,2,5,0,4,2,2,6,0,0,0,0,0,0,-2.4049124589118827,0,0,-0.3400416399899342,0,0,0,0.022591563,-0.12855087,-0.028036408,-0.21302816,-0.08897796,0.022439146,-0.04563087,0.115336895,0.0,0.042072702,-0.09698987,-0.093556754,0.07569384
1247,5,4,7,6,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,-2.1659017669101757,0,0,0,-0.089431904,-0.049565908,-0.06331449,0.06378573,0.0,0.023863612,0.0,0.0,0.0,-0.0088332845,0.0,-0.081126,0.0102744065
1248,11,15,7,9,0,3,8,0,1,0,1,6,5,0,-2.133625293722159,0,0,0,-1.9437310953879439,0,-3.420122582511356,0,-2.3472358318246247,0,0,-1.2376170671900688,0.035656705,-0.10611205,-0.04075604,0.061014242,0.0,-0.045009363,-0.0705683,-0.11357642,0.057631034,0.07668526,0.07329625,0.037999585,0.053443316
1249,12,14,12,8,6,2,0,1,1,4,7,6,3,0,0,0,0,0,-3.1186567179289075,0,-2.8971571500786686,0,-2.1786894750731736,0,0,0,-0.05707753,0.114109576,-0.016455932,-0.08334708,-0.054342043,-0.07602447,0.0,0.10140583,-0.03827959,0.10395926,-0.015422396,-0.029994259,0.05280898
1250,8,8,12,3,5,2,4,1,5,1,1,0,6,0,0,0,-1.3760272363276904,0,-2.2211310860652547,0,0,0,0,0,-2.630666322655313,-0.18756696544821372,0.11336433,-0.12572995,-0.0962874,-0.07746847,0.048169207,-0.07393521,0.018410938,0.034449186,-0.07657033,-0.037975017,-0.109987885,-0.08228912,0.036571346
1251,5,9,2,1,3,5,0,1,0,0,0,1,5,0,0,0,-4.712864648175809,0,0,0,-2.276404544023544,0,0,0,0,0,0.004066008,-0.029598754,0.09952587,0.013056057,-0.06293843,0.09111227,0.0,-0.010426209,0.053575907,-0.046018533,0.0,0.12369129,0.10413191
1252,12,11,2,1,5,2,0,2,0,1,9,4,1,0,0,0,0,0,-0.5078061918727905,0,0,0,0,0,0,0,0.014598532,-0.22059645,0.0032527684,0.11264587,0.016761595,0.0053273104,0.018144438,0.027950758,0.028495539,0.079959475,-0.053430144,0.07352418,0.012535863
1253,1,9,11,2,2,2,2,4,3,3,3,0,0,0,0,0,0,0,0,0,-2.147741022912506,0,0,0,0,-4.494992635379199,-0.15140897,-0.119954556,-0.16873251,-0.04198946,0.048592262,0.0668215,0.09814934,0.053113364,-0.036273666,-0.09156502,0.051143438,-0.032442693,-0.2586809
1254,4,7,12,5,0,2,3,2,5,0,0,3,3,0,0,0,-2.07556542797279,-2.1213937965920073,0,0,0,0,-3.21129400226312,0,0,0,-0.13220501,-0.1865756,0.051886503,-0.02041345,0.026284916,-0.051419497,-0.061993793,0.017313879,0.06861703,0.060306836,0.0,0.063986994,0.038498152
1255,8,9,6,0,0,4,4,0,6,1,2,3,3,0,0,0,0,0,0,0,0,0,-2.4859608241288123,0,-2.0683907409246722,-1.6252756527318901,-0.015657961,0.014541592,0.04096474,0.0,0.0,-0.013684149,-0.039634913,0.0,-0.079049155,-0.122941695,0.10573926,0.17214443,-0.028958868
1256,4,4,5,1,2,1,3,2,0,1,0,3,0,0,0,0,-1.352201098335024,0,-2.345878516288642,0,0,0,0,0,0,0,0.024091115,0.0049199853,0.055030495,-0.05225858,0.079567544,-0.022248268,-0.071158566,0.20743226,0.0,0.058634464,0.0,0.043139406,0.0
1257,2,12,15,4,0,2,4,0,3,0,2,6,8,0,-0.3799607165086827,0,-1.1576534355366475,0,-3.9186378908998236,0,-2.2178669605336503,0,-3.107174488202595,0,0,-2.1590332762276128,-0.09990165,-0.13055003,0.24121723,0.10721519,0.0,0.04556749,-0.24221517,0.034775004,0.12344918,0.0077694524,0.025368553,0.077155545,0.09555327
1258,5,16,5,6,1,5,0,1,2,0,4,4,3,0,-2.1129026987245005,0,-0.7407193936287215,0,0,0,-1.2009437421643399,-0.8096397441388659,0,0,0,0,-0.03952054,-0.14746052,-0.040408336,-0.058250934,-0.007693684,0.046135653,0.0,0.11961075,-0.015535369,0.0,-0.034645706,0.04588749,0.040551916
1259,14,20,16,12,7,2,0,8,8,6,0,5,2,0,0,0,0,0,0,0,0,0,-4.095841761319172,0,0,0,-0.019188737,0.120820075,0.0758053,-0.17839283,0.11269255,-0.15239118,0.023946023,-0.00073694705,-0.20051979,0.059324883,0.0,0.067897424,-0.08131686
1260,5,5,0,0,0,1,0,3,0,0,0,5,1,0,0,0,-2.0515656855898667,0,0,-5.519710120513033,-0.27557759102794677,0,-0.22355761101555682,0,0,0,0.087056845,-0.1068497,0.116243914,-0.040735673,-0.032840267,-0.0019124072,-0.09565643,0.059073225,0.0,0.03871165,0.053268205,-0.011654683,0.040074263
1261,7,34,10,7,6,5,0,3,8,4,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03145507,-0.06561067,-0.024768014,-0.07777224,-0.068926625,0.08349373,0.0,0.11947582,0.0057976157,-0.102112144,-0.024377016,-0.0057950853,0.10370174
1262,8,6,12,9,2,2,1,0,6,0,2,2,2,0,0,0,0,0,-2.3525870966201974,0,0,0,0,0,0,-1.6735448207605574,-0.051619135,-0.17063397,0.10638884,-0.05865927,0.043171592,-0.06919455,0.015247809,0.0,-0.06845439,0.0,0.010413584,0.04684571,0.14927171
1263,7,12,9,5,3,0,2,0,2,3,5,5,3,0,0,0,-1.2237189337148013,0,-2.880060296637242,0,-1.460415020287249,0,-0.1280176851214132,0,0,0,-0.16136822,-0.17938219,-0.024061285,0.010969224,0.010861611,0.21714291,0.036687613,-0.062069967,-0.17685829,-0.076519616,-0.058443394,-0.055321027,-0.01326523
1264,7,8,9,1,0,1,8,2,2,2,3,3,2,0,0,0,0,-1.2298948309273694,-1.2620803397429703,0,0,0,-1.4740344680649997,0,0,0,-0.13101113,-0.08147317,-0.15460685,-0.06555975,0.020006793,-0.012569747,-0.076193534,-0.06296425,0.07760397,-0.03629374,0.0849783,0.113111354,0.046251807
1265,9,16,12,10,3,4,3,5,0,0,0,7,5,0,0,0,0,-5.126520741568561,0,0,0,0,0,0,0,0,-0.051078677,-0.09610683,-0.21007088,-0.040815894,-0.055832215,-0.0125174355,-0.12737972,0.015989682,-0.0062121833,0.03753237,-0.03565531,0.20061433,-0.0096637895
1266,2,14,12,9,4,4,2,8,0,1,0,0,0,0,0,0,0,0,-0.836246098842961,0,0,0,0,0,0,0,-0.06852972,-0.09284019,-0.18090369,0.063336894,0.03706757,0.031822015,0.05486355,-0.010455213,0.0,-0.024691474,0.0,0.0,0.0
1267,5,9,10,0,1,5,0,2,0,3,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07688669,0.048630066,0.061216578,0.0,-0.17561537,-0.050252296,-0.02036375,-0.08149212,0.059257366,-0.1615281,-0.111732714,0.11520464,0.07835809
1268,10,15,16,3,4,0,4,5,6,6,2,2,9,0,0,0,0,0,-2.6181324081459203,0,-1.7009758091481797,0,0,0,0,0,0.0028093003,-0.04152232,-0.035402805,0.0686437,0.10725128,0.028041303,0.066427395,0.04373101,-0.077616036,-0.10177871,-0.09875155,0.09723608,0.059992027
1269,18,5,4,4,4,0,1,3,0,3,0,8,4,0,0,0,-3.287491928890727,0,0,0,0,-1.5696741768524292,-2.223889354305978,0,0,0,-0.029580953,-0.011682782,-0.12403764,0.05609124,-0.0272926,-0.005790725,-0.058885507,-0.046348725,-0.054426346,-0.112329714,0.0,0.049711272,0.1666372
1270,7,8,14,0,0,1,0,4,9,3,7,3,2,0,0,0,0,0,-3.0706382218941695,0,0,0,0,0,0,0,-0.15882552,0.011762729,-0.018263124,-0.1032536,0.0,0.1090391,0.0,-0.05833832,-0.041836523,-0.059254967,-0.018161409,-0.06414651,0.05408805
1271,5,13,15,7,0,0,1,4,5,5,7,3,1,0,0,0,0,0,-2.7177756453914474,0,0,0,0,0,0,0,-0.15007643,-0.007726103,0.07872455,0.044649784,0.0,0.057638954,-0.06382489,-0.088077694,0.021436859,-0.008493614,-0.022586338,-0.041592356,0.0055339565
1272,19,15,8,6,4,0,0,5,2,11,2,10,2,0,0,0,-0.16025360201078476,0,0,0,-2.0787068803790008,0,0,0,0,0,-0.04651666,-0.12749584,0.18169063,0.1514624,-0.077442296,0.0,0.0,-0.046531323,-0.032882858,-0.075324595,-0.040787403,0.17172788,-0.053705722
1273,7,14,13,3,1,2,0,10,3,4,3,0,8,0,0,0,0,-2.6064457727284687,0,0,0,0,0,0,0,0,0.01952318,-0.14525402,-0.059049897,0.11584475,0.02930786,-0.101389125,0.0,-0.067497455,-0.02914228,-0.12058047,-0.07214177,0.24539682,0.10674486
1274,29,8,14,7,11,5,8,3,1,4,4,3,5,20,20,20,0,0,0,0,0,-2.159182772785581,0,0,-3.474753390387275,-20,-0.047133517,-0.03386652,-0.07910182,0.07111683,0.054910347,-0.06317561,0.034039043,-0.015559893,0.040142335,0.020671183,0.071953006,2.1982192e-05,0.106209755
1275,14,21,14,7,0,2,10,9,1,3,5,10,2,0,0,0,0,-2.7332074907627923,0,0,0,0,0,0,0,0,-0.21763742,-0.029021798,-0.05493225,0.001981206,-0.013100364,0.055480707,0.02458014,-0.18406337,-0.057794333,-0.0026615423,0.02012913,0.0077016377,0.011602576
1276,12,3,3,2,0,3,0,4,1,0,4,2,2,0,0,0,0,0,-2.1119449942501007,-0.4320479190516191,0,0,-0.43946724581492624,0,-2.4024625203416825,0,0.12953725,-0.12991968,-0.12145745,0.000664084,0.0,-0.11695762,0.034496985,0.059927214,-0.02592432,-0.05964797,0.0409214,-0.07471082,0.11747929
1277,8,4,7,1,1,3,0,10,0,1,1,0,2,0,0,0,0,-1.8003510826574542,0,-2.5088985566518174,0,-2.587954505503061,0,0,0,-0.11869879780990411,-0.03669553,-0.01140575,0.05446458,-0.20551476,0.045623865,-0.045838375,-0.04099021,-0.07946548,0.026249442,-0.048206802,-0.044518236,-0.10646405,-0.09442076
1278,4,7,8,0,0,2,1,3,0,3,8,1,1,0,0,0,-0.9264343565734023,0,0,0,0,-3.4538209904039663,-1.6607612434235186,0,-2.308900125634081,0,-0.08591381,0.05648254,-0.19849153,-0.07519573,0.0,-0.08775654,-0.07544184,0.13395427,-0.0148310615,0.018026998,0.043879624,-0.095002204,0.07066044
1279,16,9,12,7,0,1,5,4,7,7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,-1.89418519257458,0,-0.17530626,0.04227373,0.12452098,-0.18165873,0.0,0.03279659,-0.026288033,-0.014281316,-0.074198134,-0.10459252,-0.008402658,0.037620496,-0.02695374
1280,16,7,19,7,12,1,0,6,8,0,4,3,1,0,0,0,0,0,0,0,0,-1.885886132135537,0,0,-0.042093496989039636,0,0.19394702,-0.05156212,0.016358146,-0.11533764,0.0033313322,-0.07392324,-0.0749669,-0.082671106,-0.043014344,0.077976,-0.10320735,0.09692207,-0.061308023
1281,5,4,2,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.9649896166500684,0,0,-2.148084809745356,0,0,0,-2.0598609261120395,-0.08515347,0.15397389,0.11029978,-0.114523925,0.123628676,0.06725135,-0.075995915,0.009120755,0.026706066,-0.037286565,-0.08260441,0.045326,-0.047956098
1282,8,15,8,8,0,1,4,8,3,0,0,2,5,0,0,0,0,0,0,0,0,0,-0.04414353461673626,0,0,0,0.048093747,-0.13400054,-0.041507892,-0.19196795,0.0,-0.04259831,0.055429377,-0.07780104,0.056963064,-0.10744745,-0.07944083,0.0895272,0.026923748
1283,1,6,10,0,0,0,0,2,5,4,0,2,4,0,0,0,0,0,-1.3389150229805535,0,0,0,-3.1299295043959874,0,-1.9356570064618261,0,0.03810282,-0.083148345,0.032408934,-0.101377636,0.0,0.043840755,0.0,-0.028197646,-0.04683862,-0.057579625,0.0,-0.0072497847,0.08896277
1284,6,7,11,5,5,0,2,0,0,2,6,3,1,0,0,0,0,0,0,0,-0.2611413816904906,-2.297353115731761,0,0,0,0,0.0039795423,-0.037167743,0.02812599,-0.20357293,0.07647719,-0.23602958,-0.04828291,-0.1353039,-0.006818309,-0.02798995,0.07417403,0.08250391,0.12262538
1285,5,1,15,0,0,3,2,1,0,0,0,3,12,0,0,0,0,-5.2842338774560575,-2.047498868023001,0,0,-4.532690123076469,0,0,-3.1794410125808974,0,-0.10475057,-0.07127428,-0.040340204,-0.005722535,-0.031345036,-0.16391589,0.0601708,0.028383221,0.015664162,-0.17823663,-0.010184084,0.015990209,0.16178899
1286,4,8,17,5,1,1,4,1,3,6,1,2,5,0,0,0,0,0,-1.6500912348622832,0,0,0,0,0,-0.09976178162075966,0,-0.005467751,-0.032275267,0.11538796,-0.028122105,0.00062748435,-0.0005605054,0.041341525,-0.10022382,-0.021966757,0.03851238,-0.05490351,-0.018010644,0.01704638
