episode,collision_0,collision_1,collision_2,collision_3,collision_4,collision_5,collision_6,collision_7,collision_8,collision_9,collision_10,collision_11,collision_12,reward_0,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,reward_11,reward_12,loss_0,loss_1,loss_2,loss_3,loss_4,loss_5,loss_6,loss_7,loss_8,loss_9,loss_10,loss_11,loss_12
10274,6,8,21,10,0,0,8,3,5,2,2,4,1,0,0,0,-1.3962507444439476,0,0,0,0,0,0,0,0,0,0.008741986,0.022853255,0.0019430147,0.079756014,0.0,0.029996175,0.08881716,0.0029984736,-0.050519172,0.038017888,-0.011756605,0.014830101,-0.08346059
10275,13,9,11,2,7,4,2,0,4,4,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04404523,-0.045345087,-0.011956414,0.038688146,-0.0025049988,-0.031450097,0.037349932,0.0,-0.070000246,-0.044091202,-0.019318484,0.013557234,0.04363813
10276,18,2,16,5,0,2,13,1,4,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0051836804,-0.06607029,-0.008489729,0.049461808,0.0,-0.016580595,-0.08011689,-0.06621443,-0.0020835614,0.081621476,0.11216919,-0.023772504,0.0
10277,10,15,7,2,0,3,2,0,13,2,7,1,2,0,0,-0.8823568624814215,0,-2.2624686728854173,0,-1.2063003348473766,0,0,0,0,0,0,-0.032438274,-0.017438248,0.012693323,0.05573319,-0.0327016,0.013984967,0.04296512,0.0,-0.010082435,-0.015919693,0.045726586,0.005396081,0.05523074
10278,12,18,21,5,7,3,8,1,5,2,4,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08491155,0.034012184,-0.034040112,-0.05852377,0.041389607,-0.059025392,-0.01897527,0.06478936,0.07870217,0.013974374,-0.024705924,0.038835544,0.029769968
10279,8,15,15,3,2,0,7,8,3,1,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004778502,0.043495163,0.028255913,0.09954485,0.029222801,0.03572001,-0.122301124,-0.08604691,0.034089945,-0.09279142,0.044193354,0.05116655,0.08470108
10280,16,13,18,4,4,1,9,4,10,2,6,3,4,0,0,0,0,0,0,-1.953965648784377,0,0,0,0,0,0,0.027982807,0.13935074,0.024241915,-0.07055264,0.044962708,0.044475712,0.06328978,0.06744374,0.051555544,0.030448198,0.10846035,0.047531854,-0.010232969
10281,16,9,8,4,5,0,2,10,2,0,4,4,2,-1.8992470448610899,0,0,0,-3.376703573831405,0,0,0,0,0,0,0,0,-0.049033504,-0.00721811,-0.013511889,0.008177765,-0.002694596,0.0,-0.0020063994,0.070631884,-0.0015975279,0.0,-0.014337716,0.017444687,0.08685858
10282,16,11,14,1,5,0,7,6,6,5,3,6,2,19.862911049742024,20,20,0,0,0,0,0,0,0,0,-20,0,-0.04951564,-0.07827768,-0.018657587,-0.021456823,-0.07019391,0.051338278,-0.00924211,-0.008139904,-0.04950597,0.03234013,0.12369547,0.044385232,0.05751661
10283,5,13,13,5,8,0,7,1,3,0,1,3,3,0,0,0,0,0,-0.9929372853333529,0,0,0,0,0,0,0,0.02887886,-0.025736034,0.018298773,0.03621988,0.001640646,-0.08847355,0.082362786,0.09887366,0.02563799,-0.0015171075,-0.044975687,0.019225126,0.04857957
10284,11,4,19,2,3,0,7,6,3,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013044927,0.012401478,0.033667676,-0.10530132,0.037097074,0.0,-0.116182715,-0.0143756345,0.117270604,0.0,-0.112129755,-0.027206872,0.016192617
10285,11,11,21,4,5,0,3,6,4,6,3,7,5,0,0,0,0,0,0,-1.281404588502939,0,0,0,-1.9503429437468367,0,-0.42009777567612705,0.035129428,0.009267312,0.0047226483,0.039442267,-0.044842634,0.036748838,-0.0036065937,0.049869344,-0.01660177,0.0012597018,0.042169593,-0.09628777,-0.13578863
10286,12,16,15,1,5,0,9,1,8,1,3,14,1,20,20,20,0,0,0,0,0,0,0,0,-20,0,-0.0633606,-0.07732803,-0.017429274,-0.03887571,0.0421095,-0.07773495,-0.04370042,-0.045003634,0.013963179,0.06348442,-0.01309175,0.0034436213,-0.05328466
10287,2,14,10,5,3,0,8,2,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044947006,0.036839783,0.028269935,0.011713977,0.03819897,0.0,0.0013318151,0.17721204,0.048880506,0.0,0.052840125,0.016415786,-0.062003363
10288,11,4,13,1,3,0,0,3,7,0,10,3,1,20,20,20,0,0,0,0,0,0,0,0,-20,0,0.08670415,-0.026274659,-0.010595825,0.011614383,0.02479401,0.02948308,0.022353828,0.022931578,0.09826548,0.0,0.1063476,0.013157511,0.082926035
10289,9,10,13,2,3,0,5,4,5,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06457328,0.05142319,-0.017471774,-0.06321852,-0.022611856,0.0,0.0016920972,-0.016883144,0.09178608,0.029040981,0.043155767,-0.047683787,-0.08868585
10290,16,14,15,5,10,0,6,4,5,7,3,4,1,40,40,40,-20,0,0,0,0,-20,0,0,0,0,0.05413361,0.044503007,0.053324915,-0.07913073,0.04345047,-0.116409175,-0.09358719,0.05220728,-0.0061818105,-0.04965036,0.08117205,0.041137952,0.026730847
10291,5,7,15,1,0,2,2,2,3,2,7,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007831105,-0.11461911,0.07664429,0.13511066,0.0,0.03767135,-0.062811874,0.045000248,-0.08484936,-0.029612083,0.053147305,-0.03817844,0.07821073
10292,9,9,10,3,1,1,7,6,1,1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4870261318397828,0.012639067,-0.06533997,0.012958057,0.081165716,0.0781767,-0.068638034,-0.0838729,-0.043806706,0.0064085377,-0.07228026,0.06554766,0.047708694,-0.018133543
10293,8,6,21,3,5,1,7,2,2,2,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04539575,0.005490259,0.03459685,0.11908801,-0.0018880389,-0.0010842467,0.007923104,-0.0070932843,-0.01954763,0.06263165,0.030329969,0.011993146,0.1381283
10294,20,7,15,7,4,0,3,7,8,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05023142,-0.01739969,-0.0055447174,0.021656903,0.058160696,0.0,-0.108355865,0.08026607,0.028550666,-0.103407554,0.078994796,0.020154648,0.0
10295,3,18,6,3,1,0,3,5,1,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027108422,-0.036606565,-0.050094616,0.09546605,0.053466797,-0.043071877,-0.061559726,0.06431498,-0.022813626,0.019593876,0.06692637,0.036615744,0.05754035
10296,5,5,13,1,2,2,1,5,3,4,1,4,0,20,20,20,0,-20,0,0,0,0,0,0,0,0,0.020032167,0.0014478039,0.02669537,0.10307209,-0.004584131,-0.018173283,-0.0074037863,-0.039530277,-0.08714682,0.020841712,-0.028422242,-0.0128087755,0.0
10297,11,17,12,5,9,0,0,4,4,0,5,9,4,-3.1493809135694315,0,0,0,0,0,-2.1453146021880345,0,0,0,0,0,0,0.04506009,0.012859499,0.020955896,-0.052232992,0.007671548,0.0,0.098033465,0.016845632,0.009038614,0.025773272,-0.09073701,-0.03824892,0.006746695
10298,4,22,8,5,1,0,6,1,9,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09494624,-0.030017547,0.012822652,0.047322746,-0.041958515,-0.007058035,-0.14376904,0.15709187,-0.043985635,0.0,0.09888983,-0.0021897398,0.0
10299,9,6,8,0,0,0,2,6,6,1,3,1,4,20,20,20,0,0,0,0,0,0,0,0,0,-20,-0.04796295,0.0068756933,0.02140655,0.0,-0.009973167,0.12644261,0.08607872,0.1328258,0.059513345,0.0072610914,0.0073281843,-0.048595343,0.026381379
10300,9,6,13,1,1,1,4,2,6,2,5,4,2,20,20,20,0,0,0,0,0,-20,0,0,0,0,0.018480089,-0.122874826,0.04877429,0.11328928,-0.0035258604,0.012694034,-0.040636655,-0.11706196,0.032912016,-0.110405445,0.01247782,0.0004931351,0.082093716
10301,6,21,10,7,5,1,0,4,3,0,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035927836,-0.004201674,0.01450699,0.09232193,-0.04520656,-0.08365767,-0.029806651,0.1413073,0.107140854,0.0,0.06958382,0.014951139,0.03182609
10302,6,12,9,3,6,2,6,3,4,1,1,1,0,20,20,20,0,-20,0,-1.699162648916388,0,0,0,0,0,0,-0.0051476266,-0.024726314,0.037737735,-0.099567525,-0.034592364,0.0001678884,0.089308746,-0.031150568,-0.008120809,-0.028402764,0.047822732,-0.008220887,0.0
10303,8,10,19,5,0,6,0,1,10,4,3,5,3,0,0,0,0,-2.093667491956574,0,0,0,0,0,0,0,0,-0.015452282,-0.0058403774,0.036971387,-0.076055296,-0.01713279,0.00954226,0.017342795,-0.060262885,-0.071864225,0.05220382,0.06781726,0.04462399,0.007750312
10304,20,14,26,9,5,2,5,4,15,6,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027947802,0.10811336,0.018373296,0.060286574,0.03513367,0.0064742924,-0.090954475,0.005440883,-0.05352821,-0.041578993,0.10011728,-0.0948567,-0.05321935
10305,19,10,17,3,3,0,8,6,7,4,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043771096,-0.07692827,-0.0045159743,0.017108236,-0.07560452,-0.056809206,0.2387659,0.086046144,0.05811516,-0.037990235,-0.02115985,0.073349416,-0.043636356
10306,19,16,17,2,8,1,1,5,14,9,5,5,2,0,-1.6717589085052076,0,-2.0479023081340726,0,0,0,0,0,-0.6822237485822624,0,0,0,0.0026581297,0.024633044,0.030201528,-0.03974054,0.018911578,0.12165813,-0.03218854,-0.078610174,0.008140286,0.013321476,-0.057006616,-0.067975976,0.08799475
10307,13,16,11,4,2,4,4,3,9,9,3,2,0,20,20,20,0,0,0,0,-20,0,0,0,0,0,0.04359085,-0.006239531,0.022358574,0.027604748,-0.0027583695,0.007427971,-0.02106238,0.02477787,0.06849246,0.03754228,0.007972889,0.049269132,-0.048483513
10308,16,11,15,10,0,0,3,5,6,2,3,9,4,40,40,40,0,0,0,0,-20,-20,0,0,0,0,-0.002694655,0.033480883,-0.012212073,-0.07498808,0.0,-0.1499084,-0.060081434,-0.003877666,-0.117544174,0.06494263,-0.03360777,-0.038689293,0.08274508
10309,23,9,19,9,14,5,0,4,6,2,5,2,4,18.162590963034837,20,19.59011532540111,-20,0,0,0,0,0,0,0,0,0,-0.011440532,0.039508186,-0.065253094,-0.0023136532,0.023002202,-0.024082165,0.049742136,-0.003074224,-0.023414373,0.018814404,0.002922604,-0.08665718,-0.0022039842
10310,13,11,10,3,3,1,2,4,6,3,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014130365,-0.055137757,0.044030525,0.06488525,-0.033673443,-0.098052666,-0.043521512,-0.039615568,0.043144293,0.10623044,-0.15832327,-0.015778884,-0.0011644782
10311,20,19,12,10,9,4,2,2,7,1,3,11,2,20,20,20,0,-20,0,0,0,0,0,0,0,0,0.053931486,0.05207241,-0.030770615,-0.051167917,0.035001144,0.012647283,-0.04809983,0.08164887,-0.008240309,0.0015559458,0.03726394,-0.06429949,-0.018885672
10312,1,14,20,1,1,0,4,6,3,1,7,12,0,0,0,0,0,0,-0.21051887733641195,0,0,0,0,0,0,0,-0.011177056,0.02670903,-0.020966562,-0.049194317,0.028226648,0.03505009,-0.018705618,-0.022543833,0.07343833,0.009034954,-0.030419488,0.017982163,0.0
10313,15,10,31,9,9,0,4,12,9,2,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013814143,0.004787979,-0.048652574,0.04490571,-0.033243936,-0.020353355,-0.012307601,0.063534476,0.011727658,0.030746572,-0.017516006,0.074552976,0.046009675
10314,20,7,13,2,0,2,4,6,11,3,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01862844,-0.051206503,0.0017728523,0.01967331,0.0,0.057705335,0.012513609,0.11831688,-0.039247748,-0.015804667,0.08016989,0.03329027,0.04695141
10315,13,10,5,5,0,2,3,2,5,2,4,4,1,20,20,20,0,-1.8371651975597003,0,0,0,0,0,-20,0,0,-0.045742694,-0.015356492,0.003719962,0.03964264,-0.01916709,0.005273148,-6.5996224e-05,0.00045014705,-0.026532955,0.099000216,0.04711625,-0.016264083,0.070901975
10316,23,5,14,1,3,4,1,3,11,2,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05992488,-0.0013202755,0.08037741,0.056416437,-0.01557956,-0.018519191,-0.042820673,0.0624857,0.05871791,0.011859672,-0.009959206,-0.0108338455,0.001885238
10317,13,16,8,0,2,1,1,6,2,9,5,7,4,20,20,20,0,0,0,-1.9423462058843288,0,0,0,-20,0,0,-0.014462202,-0.07415338,0.009416164,0.0,-0.04019652,0.013912912,0.0048507326,0.09996343,-0.07301833,-0.0676302,-0.02645368,0.039803717,0.030639257
10318,11,2,18,0,1,0,9,6,3,1,3,6,2,0,0,0,0,-2.5813276603137467,0,-2.0458413512806954,0,0,0,0,0,0,0.060958587,0.111111365,0.02873642,0.0,-0.04413338,0.0,0.009768204,-0.01927451,0.047266915,0.034361035,0.058330413,-0.028523477,-0.0031118668
10319,18,13,19,3,7,4,9,4,5,4,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015904348,-0.06470013,-0.048208565,-0.05076819,0.059261937,-0.029866252,-0.0154197905,-0.005740781,0.029973185,0.024465714,-0.0108595565,0.02418987,0.092423506
10320,10,18,10,1,0,5,5,2,8,4,2,4,7,0,-0.2870104978185184,0,0,-2.2027147114218195,0,-3.428385857196003,0,0,0,0,0,0,-0.008582816,0.026641006,-0.024933737,0.016849179,0.0022133351,-0.053559437,-0.14349887,-0.111724384,0.12008872,0.0899598,-0.0094027715,0.03079519,-0.12520431
10321,20,9,26,2,1,4,5,4,7,1,8,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352866,-0.03790389,0.050343484,-0.0822914,-0.023437535,0.017635556,-0.072194226,-0.06664464,0.028613016,0.112270564,-0.007003374,-0.0034389542,0.11369238
10322,15,5,23,0,4,0,9,4,10,2,4,9,1,-2.138074965372671,0,0,0,0,0,0,0,0,0,0,0,0,0.046449557,-0.02916113,-0.00012370497,0.024918744,-0.0052252137,0.0,0.026811615,0.0788469,0.02131011,0.08246715,0.10587236,-0.04234118,0.051401414
10323,8,9,7,0,10,2,2,1,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039344475,0.012360319,0.031836994,0.0,-0.0017037619,0.09415815,-0.011761366,-0.08107896,0.0093185175,0.14951843,0.055195313,0.059185613,-0.13102421
10324,8,6,18,1,3,4,7,1,3,4,1,7,1,0,0,-1.579869196603616,0,0,0,0,0,0,0,-0.3620794283392015,0,0,-0.018429292,0.08509993,-0.058392387,-0.13913943,-0.016121283,-0.07388985,0.12645178,0.025757784,-0.0027002157,0.054218635,0.07127826,0.061559457,-0.022438133
10325,13,7,11,5,0,0,0,1,8,6,0,9,2,0,0,0,0,-2.174576713632749,0,0,0,0,0,0,0,0,-0.030530455,-0.027905045,-0.035780687,-0.05612789,-0.02736495,0.0,0.121008016,0.018678276,-0.046539478,0.08454947,0.03334564,-0.044512853,-0.027347712
10326,9,13,25,7,5,0,7,6,4,4,4,10,0,-2.1227209788859547,0,0,0,0,0,-2.3879946955547022,0,0,0,0,0,0,0.12873942,0.004525429,0.010478708,-0.05056602,0.02358706,0.0,0.0032544732,-0.14258154,-0.079993986,0.16954792,0.056286998,-0.05506343,0.0
10327,9,5,9,3,1,0,1,2,3,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014759099,-0.016991813,0.0151765505,0.008476154,-0.055640534,0.025942955,-0.009941473,-0.2189654,-0.015329423,0.0,0.083181106,0.040960267,0.061455745
10328,13,17,13,2,4,2,4,2,5,2,8,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0072042216,-0.010262941,-0.011211723,-0.08498509,-0.010188277,0.00026411892,0.094817,0.011204815,0.053609565,0.026135396,-0.079832315,-0.03766269,0.024648013
10329,10,26,12,5,4,1,2,7,5,7,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021342902,-0.010497365,-0.03200252,-0.032591276,0.028845346,-0.06291605,-0.005479179,0.0003961617,0.13753137,0.054310683,0.016204974,0.060356583,0.060825977
10330,11,6,7,3,3,0,2,5,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019372897,0.016419504,0.008829506,0.056209903,0.0048445193,0.0,-0.08570275,-0.06147839,0.06411512,0.090408154,-0.16687231,-0.011406512,0.0047449204
10331,19,11,25,1,8,6,2,6,15,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061862874,0.015863998,0.027488375,0.05070521,0.02181468,0.03375849,0.008682554,-0.053036656,0.021760428,-0.026210504,0.06093393,-0.102793366,0.0
10332,6,17,12,5,4,6,2,2,1,7,4,4,0,40,40,40,0,0,-20,0,0,0,-20,0,0,0,-0.05864293,0.05211725,0.048473682,-0.054321896,0.0017000937,0.06585962,-0.05359267,0.10710757,-0.043940257,0.01759518,0.21563478,0.0030183077,0.021392874
10333,15,10,18,1,7,4,1,4,9,2,4,6,5,20,20,20,0,0,0,-20,0,0,0,0,0,0,0.008560344,-0.015210816,-0.013413373,-0.07270661,0.0042257737,-0.047642503,0.037844654,-0.1405402,0.048902865,0.01297063,0.049461395,0.012532791,-0.07090424
10334,16,11,31,3,12,6,3,3,8,3,7,8,5,20,20,20,0,-20,0,0,0,0,0,0,0,0,-0.0209582,-0.06464198,-0.021087833,0.0025865752,-0.03606045,-0.021328151,0.0033804139,-0.023956008,0.07870233,-0.047364008,0.10910896,-0.084417276,-0.0005674045
10335,12,16,13,4,5,2,8,5,3,0,5,7,2,20,20,20,0,0,0,-20,0,0,0,0,0,0,0.07181016,-0.08183014,0.020925676,0.05907489,-0.03489211,0.004239055,-0.022300549,0.028839896,-0.044083625,0.0,0.17229784,-0.12128052,0.00075797795
10336,10,9,8,2,10,4,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.717319885995472,0.01216172,-0.0208345,-0.017685749,-0.06656172,0.020793607,0.014778639,0.07797581,0.055355944,0.007576096,0.0,-0.055831872,0.0,0.011426776
10337,16,12,19,3,4,0,2,3,12,3,0,12,8,20,20,20,0,0,0,0,0,-20,0,0,0,0,-0.028491804,0.0011375212,0.0065916274,-0.083807945,-0.044153687,0.0,0.047327626,0.07523437,0.00591041,0.06350402,0.027701912,0.0532306,-0.050076876
10338,8,2,11,0,0,1,0,5,3,1,3,6,2,20,20,20,0,0,0,0,0,0,0,0,-20,0,0.01827847,0.04664734,0.017265113,0.046285734,0.0,0.021960445,-0.017763251,-0.04472787,-0.02599484,0.08581248,0.044163667,0.13177976,0.0031640744
10339,5,18,8,0,0,1,8,0,10,2,8,2,0,0,0,0,0,0,0,0,0,0,0,-0.5328449936982449,0,0,0.012179506,0.025684513,-0.031976357,-0.04157184,0.0,0.02229826,0.21428333,0.005348535,0.14971283,-0.090308994,-0.04532416,0.044388816,0.029664468
10340,7,13,21,5,6,1,8,2,5,2,1,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053911522,-0.007450645,-0.034157723,0.014783418,0.06893794,-0.002934327,-0.007534565,0.026510287,0.014313489,0.033078134,-0.033884306,-0.009894108,0.014379083
10341,16,18,12,2,8,3,2,8,10,3,0,8,2,0,0,0,-1.5219901192568908,0,0,0,0,0,0,0,0,0,0.004499775,0.09369162,-0.0043664216,0.064105645,0.025668656,0.073960274,-0.06309008,-0.041085016,-0.065949075,-0.03395683,0.07137513,-0.0020755762,0.00301929
10342,6,2,13,2,1,1,0,2,8,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.27759797891954374,0.010032193,-0.08776007,-0.013282661,0.062202517,-0.0131122805,-0.12025053,0.010929779,0.067923956,0.04562849,-0.021805182,-0.15177304,-0.043053053,0.04654198
10343,8,9,12,0,3,2,5,1,2,2,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113523856,0.040057637,0.015104047,-0.14122677,0.010259154,0.029729638,0.018909018,-0.064362325,0.12434704,0.015744708,-0.004719734,0.036754772,0.023987457
10344,5,18,15,1,2,13,3,5,4,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09614362248426156,-0.006936352,0.06051099,-0.03706853,-0.048171166,-0.057554413,0.15969153,-0.034723286,0.044556648,0.03978392,0.096771725,0.095586084,-0.07251611,0.05432979
10345,9,12,13,2,8,3,0,6,7,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038100448,-0.010359252,0.04154292,0.0014446116,-0.005994982,-0.07819714,-0.015605424,0.03586421,0.09145792,0.068095274,-0.08270586,0.011948687,-0.08375229
10346,11,10,20,6,3,2,2,3,7,2,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019015307,0.030005569,0.0120503735,0.04022831,-0.02992097,0.008494857,-0.19258504,-0.004045664,-0.04619505,0.052669384,0.09308872,-0.050629906,0.026799697
10347,12,15,12,4,2,1,1,4,9,0,2,6,10,0,0,0,-2.0397613856766004,-2.614159891540063,0,-1.250256282807094,0,0,0,0,0,-2.4327437310924203,-0.016715605,-0.0054063583,0.02713302,0.043258972,-0.036451627,-0.003144859,0.1323392,-0.05622094,0.08462162,0.0,0.037513513,0.059189744,0.07617289
10348,11,3,11,0,0,2,7,2,4,2,5,3,0,20,20,20,0,0,0,-20,0,0,0,0,0,0,-0.027510129,-0.03063242,0.045147985,-0.06723524,0.0,0.04393597,0.011315272,-0.03572958,0.0022767326,0.07930857,0.11857332,-0.056993235,-0.021750059
10349,22,8,12,3,0,1,7,5,6,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.08327416948602284,0.042306457,0.043438748,0.047211446,-0.044936243,0.010622815,-0.077508315,0.059321556,-0.014955849,-0.017677724,-0.156998,0.04968498,0.0040750597,0.01882171
10350,15,8,11,2,7,0,7,5,2,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02893314,-0.01791932,0.07340204,0.022770533,-0.006961355,0.0,-0.100953504,-0.093289144,0.017298853,-0.028076911,-0.037668776,-0.003123784,-0.081271194
10351,12,11,14,1,0,0,6,7,10,1,4,7,1,0,0,0,-0.3763399006057533,-0.07782085908187852,0,0,-0.06261006906099986,0,0,0,0,0,0.011140887,-0.057050154,0.035751447,0.052492272,0.01728777,0.0,-0.08798335,-0.071455896,0.06770135,0.06191803,-0.06837004,0.075603254,0.08444826
10352,4,5,18,0,7,0,7,2,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030208796,0.012950177,-0.010433269,0.0,0.017021468,0.0,0.009428703,-0.036142208,0.039718222,0.0,0.05873925,-0.056392323,-0.08436122
10353,10,16,10,1,6,1,5,2,10,2,6,2,1,0,0,-1.0533804223572796,0,0,0,0,0,0,0,0,0,-0.7152101153444734,-0.057075787,-0.0061850054,0.0034675885,-0.03837979,-0.022661287,-0.041870795,0.029575912,0.13110957,0.061813496,0.04382409,-0.061297134,-0.089211315,0.05326233
10354,6,3,11,0,2,2,1,0,1,1,4,9,0,0,0,0,0,0,-0.9518430246905818,0,0,0,0,0,0,0,0.077180475,-0.0041215206,0.008867929,0.04862545,-0.006845512,0.056114063,-0.09946527,0.07475946,0.036190223,0.0031658295,0.13273638,-0.11338451,0.0
10355,6,13,23,5,1,3,3,1,11,2,7,9,0,0,0,0,0,0,0,0,0,0,0,-0.5664166741912813,0,-0.3671517062540386,0.034621783,-0.0047135567,0.07024729,-0.006433372,0.05431756,0.056100216,0.05065805,0.072604835,0.017744476,0.058403015,0.0049491,0.011899117,0.028008556
10356,18,12,11,6,2,0,7,4,3,5,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027127726,0.09291516,0.00956955,0.036935132,-0.019191211,-0.050857645,-0.08915851,0.09378563,-0.011893275,-0.062365945,0.06771836,-0.0002455318,-0.00065323873
10357,14,11,10,8,2,1,3,8,3,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019082213,0.017250922,0.0067274515,-0.011573097,-0.012466594,0.028102608,-0.09805311,0.01910599,-0.013620714,0.0428799,-0.090256736,-0.07233639,0.06786415
10358,15,17,20,9,7,3,4,5,6,2,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662086,0.024472805,0.0041608433,0.05066211,-0.024944419,0.040397152,-0.046705864,-0.070840724,-0.1234034,0.065420724,-0.053323,0.049113065,-0.11906968
10359,5,13,22,1,0,5,3,7,1,4,9,6,4,0,0,0,0,0,-1.4424727882782107,0,-0.8587089243404056,0,0,0,0,0,0.05504627,0.038971774,0.019322602,-0.031018758,0.0,-0.022536967,-0.031572994,-0.072414964,0.08618314,-0.06623737,-0.04919446,-0.052540883,0.01687027
10360,28,7,17,2,3,7,0,8,14,5,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029424198,-0.026640039,-0.01567498,-0.14433488,0.024093026,-0.05283809,0.0,0.05096413,0.07767454,-0.0010703302,-0.0104226945,0.07313866,-0.032286614
10361,8,17,12,0,1,6,2,2,4,7,4,11,0,0,0,0,0,0,-1.4756365158981621,0,0,0,0,0,0,0,-0.022877373,-0.11365888,-0.017364388,-0.099528514,0.07037936,0.0085442355,-0.0010714199,-0.17981085,-0.002154175,-0.02697024,0.042412743,0.04643192,-0.05007131
10362,6,10,4,1,0,3,3,3,2,2,4,1,1,-2.4283096199547125,0,0,0,0,-2.3802025775081024,0,-1.1987366450343662,0,0,0,0,-1.2467175864131819,0.086298205,0.1985074,-0.017606828,0.024426019,0.0,0.07727294,0.03424929,0.15020058,-0.0729824,-0.012360082,-0.010457914,-0.03850201,-0.058190376
10363,9,5,13,1,0,0,3,6,4,4,1,8,0,0,0,0,0,-1.3637685518118436,0,0,0,0,0,0,0,-0.6588604788290975,0.05635916,-0.0038622457,0.018551262,0.04201365,0.01347125,-0.019035328,0.12010901,0.061008964,0.099178925,0.14426228,0.15059082,0.046690606,-0.085851535
10364,7,15,6,1,7,0,5,4,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006441936,-0.09643835,-0.0016712797,0.07770641,-0.032230023,0.0,0.036689747,0.151352,0.03461374,0.1187113,0.03676999,0.041516446,0.05035446
10365,11,19,12,9,8,0,0,6,10,3,1,1,4,0,0,0,0,0,0,0,0,0,0,-1.119938029852905,0,0,0.06820745,-0.047971148,-0.0048219683,-0.01366175,-0.014821348,-0.14985141,0.0,0.051582046,0.03752638,0.004812445,-0.0037896049,0.0665324,0.01813442
10366,11,11,9,3,5,1,1,5,4,3,0,1,8,-1.6286640596905455,0,-0.09645282606523864,0,0,0,0,-0.13609260384134236,0,0,-2.014364259792299,0,0,0.0047141076,-0.068172865,0.04390079,-0.077578366,0.034792256,-0.084422976,0.009439729,0.06146793,-0.015502895,-0.029056793,-0.03770741,-0.050278667,-0.06692915
10367,5,10,13,3,3,2,3,1,2,2,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005020173,0.03597332,-0.0044829096,-0.05678925,-0.0119626215,-0.01757636,-0.09575727,0.056127433,-0.034376398,-0.0037925618,-0.031954456,0.06401852,0.042303424
10368,6,18,7,2,5,4,4,3,1,5,2,1,4,0,0,0,0,0,-2.3279727982275342,0,0,0,-1.567225567852324,-1.7788575213256985,0,0,-0.024809204,-0.053243026,-0.012120732,-0.03905889,-0.1609091,0.050038707,0.057047576,-0.03485461,0.026059676,-0.05346174,0.04781489,-0.040770613,0.0850877
